case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,age,age2,totalage,refage,educ,income,race,affilrot,polparty,partyln,partycomb,polviewrot,polview,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,he2k,he2z,birt1,birt2,birt3rot,birt3,birt4,birt5rot,birt5a,birt5b,birt5c,birt6rot,birt6a,birt6b,birt6c,birt6d,birt6e,birt6f,birt7,birt8,birt9
50000087,839,.3739,VA,A,Center City (Metro),South,South Atlantic,Owned,"Single, that is never married",Full-time,One,One, , , , ,Refused,30-49,30-49,Refused,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Jewish/Judaism,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Refused, , , , , ,FA,Not applicable, , , , ,Refused,Very concerned, ,Yes
50000091,839,.5551,FL,B,Suburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two, , , , ,Refused,65+,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,Yes, , ,200930, , , , ,No,Yes,"5,1",Refused, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
50000092,839,.9393,FL,A,Center City (Metro),South,South Atlantic,Owned,"Single, living with a partner",Retired,Three,Three, , , , ,60, ,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Protestant,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BAC,Yes,Yes,Yes,AFDBCE,Yes,No,No,No,Yes,No,Very concerned,Very concerned,Yes
50000096,839,.683,OK,B,Suburban (Metro),South,West South Central,Owned,Widowed,Retired,Two,Two, , , , ,74, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Baptist,Landline,Yes, , ,200930, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
50000097,839,1.4683,NY,D,Non-Metro,North East,Mid Atlantic,Owned,Married,Retired,Two,Two, , , , ,79, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Female,Methodist,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Once in a while,No,C,"Not shown, selected Not Applicable at previous item","Not shown, selected Not Applicable at previous item",Not applicable/I have not used birth control during the pandemic,FA,Not applicable, , , , ,Not applicable,Somewhat concerned,Not at all concerned,Yes
50000099,839,.8524,TX,A,Center City (Metro),South,West South Central,Owned,Married,Retired,Two,Two, , , , ,67, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat conservative,Yes,Female,Baptist,Landline,Yes, , ,200930, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000100,839,.25,KY,B,Center City (Metro),South,East South Central,Owned,Divorced,Retired,Two,Two, , , , ,69, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,Nothing in particular,Landline,No, , ,200930, , , , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000101,839,.5894,MN,A,Center City (Metro),North Central,West North Central,Owned,Married,Retired,Two,Two, , , , ,72, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,Baptist,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
50000104,839,.6501,NC,B,Center City County (Metro),South,South Atlantic,Rented,Married,Full-time,Refused,Refused, , , , ,48, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","Less than $15,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,Protestant,Landline,Yes, , ,200930,Refused, , , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000106,839,.6372,IL,D,Non-Metro,North Central,East North Central,Owned,"Single, living with a partner",Retired,Two,Two, , , , ,67, ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 5-1 asked,Moderate,Yes,Male,Protestant,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
50000107,839,2.6632,NH,A,Suburban (Metro),North East,New England,Owned,Married,Temporarily unemployed,Three,Three, , , , ,61, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",Native American/American Indian/Alaska Native,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,Other,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"5,1",Never, , , , , ,AF,Yes, , , , ,Not applicable,Very concerned, ,Yes
50000111,839,.3986,OK,B,Suburban (Metro),South,West South Central,Rented,Divorced,Retired,One,One, , , , ,79, ,65+,65+,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,Protestant,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000112,839,1.4913,PA,C,Non-Metro,North East,Mid Atlantic,Owned,Married,Retired,Two,Two, , , , ,66, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Male,Protestant,Landline,Yes, , ,200930, , , , ,No,Not applicable/Have not looked for information on birth control,"1,5",Every time,Yes,CAB,Yes,Yes,Yes,FDBACE,No,No,No,No,No,No,Very concerned,Very concerned,Yes
50000113,839,.4467,PA,A,Suburban (Metro),North East,Mid Atlantic,Rented,Divorced,Disabled/Handicapped,One,One, , , , ,63, ,50-64,45-64,"Some college, no degree (includes community college)","$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Protestant,Landline,Yes, , ,200930,"Yes, covered by health insurance",Medicare, , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000117,839,.7094,KS,D,Non-Metro,North Central,West North Central,Owned,Widowed,Retired,One,One, , , , ,92, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,Christian (Just Christian),Landline,Yes, , ,200930, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,No,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,No
50000118,839,1.1978,MN,D,Non-Metro,North Central,West North Central,Owned,Married,Full-time,Two,Two, , , , ,60, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$150,000 to under $200,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Male,Protestant,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,Not applicable,Not at all concerned, ,Yes
50000119,839,.4281,WI,B,Center City (Metro),North Central,East North Central,Owned,Married,Part-time,Four,Two,One,One,None,Yes,50, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Agnostic,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,CAB,Yes,Yes,No,FDACEB,No,No,No,No,No,No,Somewhat concerned,Very concerned,No
50000120,839,.3816,IA,B,Center City (Metro),North Central,West North Central,Owned,"Single, that is never married",Retired,One,One, , , , ,63, ,50-64,45-64,Two year associate degree from a college or university,"Less than $15,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Lutheran,Landline,Yes, , ,200930,"Yes, covered by health insurance",Medicare, , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,Yes,Not very concerned, ,Yes
50000121,839,.25,IL,A,Center City County (Metro),North Central,East North Central,Owned,"Single, that is never married",Retired,One,One, , , , ,76, ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","Less than $15,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,No,Male,Lutheran,Landline,No, , ,200930, , , , ,No,No,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,Yes,Very concerned, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
50000122,839,.25,IL,C,Center City (Metro),North Central,East North Central,Owned,Divorced,Retired,One,One, , , , ,Refused,65+,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Nothing in particular,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000125,839,.8898,UT,B,Center City County (Metro),West,Mountain,Owned,Married,Full-time,Three,Three, , , , ,62, ,50-64,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000127,839,1.3822,UT,D,Non-Metro,West,Mountain,Owned,Married,Retired,Two,Two, , , , ,73, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$75,000 but less than $100,000",White Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Agnostic,Landline,Yes, ,United States,200930, , , , ,Yes,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,Yes,Not at all concerned, ,Yes
50000128,839,.3675,CO,B,Center City County (Metro),West,Mountain,Owned,Divorced,Retired,One,One, , , , ,54, ,50-64,45-64,Two year associate degree from a college or university,"$15,000 but less than $25,000",Refused,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Landline,Yes, , ,200930,"No, not covered by health insurance", , , ,No,Yes,"1,5",Never, , , , , ,AF,Yes, , , , ,No,Not at all concerned, ,No
50000130,839,.8605,CA,A,Non-Center City (Metro),West,Pacific,Owned,Married,Full-time,Four,Four, , , , ,46, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Unspecified Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,Yes, ,United States,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,CBA,Yes,Yes,Yes,EFBDCA,Yes,No,No,No,No,No,Very concerned,Very concerned,Yes
50000131,839,.7435,CA,A,Suburban (Metro),West,Pacific,Owned,Married,Homemaker,Five,Two,Two,One,None,Yes,48, ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$200,000 to under $250,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,FA,Not applicable, , , , ,No,Not at all concerned, ,Yes
50000133,839,.3474,AZ,A,Center City (Metro),West,Mountain,Owned,Divorced,Retired,One,One, , , , ,84, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Female,Protestant,Landline,Yes, , ,200930, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Not applicable, , , , ,Not applicable,Not at all concerned, ,Yes
50000134,839,.8324,CA,A,Non-Center City (Metro),West,Pacific,Rented,Married,Temporarily unemployed,Three,Three, , , , ,55, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,Agnostic,Landline,Yes, , ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BCA,Yes,Yes,Yes,AFBCDE,Yes,No,No,No,No,Yes,Very concerned,Very concerned,Yes
50000135,839,1.0146,CA,A,Center City (Metro),West,Pacific,Owned,Married,Part-time,Four,Three,None,None,One,Yes,31, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$250,000 or more",Unspecified Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, ,Another Country,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"1,5",Every time,Yes,CBA,Yes,No,Yes,BECADF,Yes,No,No,No,No,No,Very concerned,Not at all concerned,Yes
50000137,839,.427,UT,B,Center City (Metro),West,Mountain,Owned,Divorced,Part-time,One,One, , , , ,53, ,50-64,45-64,"Some college, no degree (includes community college)","$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Male,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Landline,Yes, , ,201001,"Yes, covered by health insurance",Medicare, , ,No,Yes,"1,5",Every time,No,ABC,Yes,No,Yes,FCBADE,No,No,No,No,No,No,Not at all concerned,Not at all concerned,No
50000138,839,.6315,FL,A,Center City County (Metro),South,South Atlantic,Owned,Married,Full-time,Two,Two, , , , ,63, ,50-64,45-64,"Some postgraduate or professional schooling, no postgraduate degree",Refused,Refused,Republican/Democrat,Refused,Neither/other,Independent/other,d3 5-1 asked,Refused,Yes,Female,Refused,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Not applicable, , , , ,Not applicable,Not at all concerned, ,Yes
50000139,839,.6297,SC,D,Non-Metro,South,South Atlantic,Rented,Widowed,Temporarily unemployed,One,One, , , , ,68, ,65+,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"$15,000 but less than $25,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very conservative,No,Female,Jehovah's Witness,Landline,No, , ,201001, , , , ,No,No,"1,5",Never, , , , , ,FA,Yes, , , , ,No,Very concerned, ,Yes
